开单日期,单据编号,收银员,总金额,应收金额,会员卡号,收现金,银行卡,购物券,储值卡,一卡通,微信,抹零金额,仓库,班次,POS机,业务员,支付宝
2018-12-20 20:44:05,5201812201209                 ,何明明,3.5,3.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.5
2018-12-20 20:43:45,5201812201208                 ,何明明,20.8,20.8,,0,0,0,0,0,0,0,南超,晚班,pos5,,20.8
2018-12-20 20:40:25,5201812201203                 ,何明明,11.1,11.1,,0,0,0,0,0,0,0,南超,晚班,pos5,,11.1
2018-12-20 20:39:13,5201812201195                 ,何明明,9.3,9.3,,0,0,0,0,0,0,0,南超,晚班,pos5,,9.3
2018-12-20 20:38:05,5201812201187                 ,何明明,1.7,1.7,,1.7,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 20:37:31,5201812201183                 ,何明明,10.5,10.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,10.5
2018-12-20 20:36:47,5201812201179                 ,何明明,5.6,5.6,,5.6,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 20:35:12,5201812201174                 ,何明明,24.7,24.7,,0,0,0,0,0,24.7,0,南超,晚班,pos5,,0
2018-12-20 20:34:47,5201812201170                 ,何明明,7.2,7.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,7.2
2018-12-20 20:34:40,5201812201169                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,晚班,pos5,,0
2018-12-20 20:34:30,5201812201168                 ,何明明,10.5,10.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,10.5
2018-12-20 20:34:14,5201812201166                 ,何明明,10,10,,0,0,0,0,0,0,0,南超,晚班,pos5,,10
2018-12-20 20:33:50,5201812201165                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,晚班,pos5,,0
2018-12-20 20:33:14,5201812201164                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 20:32:31,5201812201161                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.5
2018-12-20 20:31:59,5201812201160                 ,何明明,8,8,,0,0,0,0,0,0,0,南超,晚班,pos5,,8
2018-12-20 20:29:30,5201812201155                 ,何明明,22.2,22.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,22.2
2018-12-20 20:28:53,5201812201154                 ,何明明,4.5,4.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,4.5
2018-12-20 20:27:23,5201812201148                 ,何明明,9,9,,0,0,0,0,0,0,0,南超,晚班,pos5,,9
2018-12-20 20:25:50,5201812201145                 ,何明明,1.9,1.9,,0,0,0,0,0,0,0,南超,晚班,pos5,,1.9
2018-12-20 20:25:18,5201812201144                 ,何明明,5.9,5.9,,0,0,0,0,0,5.9,0,南超,晚班,pos5,,0
2018-12-20 20:25:00,5201812201142                 ,何明明,6.9,6.9,,0,0,0,0,0,6.9,0,南超,晚班,pos5,,0
2018-12-20 20:24:41,5201812201140                 ,何明明,5.6,5.6,,0,0,0,0,0,5.6,0,南超,晚班,pos5,,0
2018-12-20 20:23:26,5201812201136                 ,何明明,7,7,,0,0,0,0,0,0,0,南超,晚班,pos5,,7
2018-12-20 20:22:49,5201812201134                 ,何明明,5.2,5.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,5.2
2018-12-20 20:22:03,5201812201132                 ,何明明,13.2,13.2,,0,0,0,0,0,13.2,0,南超,晚班,pos5,,0
2018-12-20 20:21:29,5201812201128                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.7
2018-12-20 20:21:07,5201812201126                 ,何明明,12.8,12.8,,0,0,0,0,0,12.8,0,南超,晚班,pos5,,0
2018-12-20 20:14:12,5201812201113                 ,何明明,19.2,19.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,19.2
2018-12-20 20:12:30,5201812201110                 ,何明明,16.8,16.8,,0,0,0,0,0,0,0,南超,晚班,pos5,,16.8
2018-12-20 20:11:02,5201812201106                 ,何明明,1,1,,0,0,0,0,0,1,0,南超,晚班,pos5,,0
2018-12-20 20:07:00,5201812201102                 ,何明明,13.5,13.5,,0,0,0,0,0,13.5,0,南超,晚班,pos5,,0
2018-12-20 20:03:22,5201812201098                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,晚班,pos5,,0
2018-12-20 20:02:48,5201812201095                 ,何明明,5.4,5.4,,0,0,0,0,0,5.4,0,南超,晚班,pos5,,0
2018-12-20 19:58:47,5201812201091                 ,何明明,2.5,2.5,,0,0,0,0,0,2.5,0,南超,晚班,pos5,,0
2018-12-20 19:58:34,5201812201090                 ,何明明,8.7,8.7,,0,0,0,0,0,0,0,南超,晚班,pos5,,8.7
2018-12-20 19:55:19,5201812201086                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.5
2018-12-20 19:54:04,5201812201085                 ,何明明,17.4,17.4,,0,0,0,0,0,17.4,0,南超,晚班,pos5,,0
2018-12-20 19:49:59,5201812201082                 ,何明明,5.5,5.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,5.5
2018-12-20 19:44:39,5201812201075                 ,何明明,8.2,8.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,8.2
2018-12-20 19:39:01,5201812201067                 ,何明明,8.2,8.2,,0,0,0,0,0,8.2,0,南超,晚班,pos5,,0
2018-12-20 19:36:36,5201812201064                 ,何明明,23,23,,0,0,0,0,0,0,0,南超,晚班,pos5,,23
2018-12-20 19:33:46,5201812201060                 ,何明明,41.4,41.4,,0,0,0,0,0,41.4,0,南超,晚班,pos5,,0
2018-12-20 19:26:26,5201812201056                 ,何明明,2.8,2.8,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.8
2018-12-20 19:26:19,5201812201055                 ,何明明,9.9,9.9,,9.9,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 19:20:35,5201812201053                 ,何明明,8,8,,0,0,0,0,0,8,0,南超,晚班,pos5,,0
2018-12-20 19:14:33,5201812201046                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,晚班,pos5,,0
2018-12-20 19:14:16,5201812201044                 ,何明明,4.3,4.3,,4.3,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 19:09:47,5201812201043                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.5
2018-12-20 19:09:40,5201812201042                 ,何明明,4.5,4.5,,0,0,0,0,0,4.5,0,南超,晚班,pos5,,0
2018-12-20 19:07:51,5201812201038                 ,何明明,3,3,,0,0,0,0,0,0,0,南超,晚班,pos5,,3
2018-12-20 19:07:33,5201812201037                 ,何明明,26.7,26.7,,0,0,0,0,0,0,0,南超,晚班,pos5,,26.7
2018-12-20 19:06:57,5201812201035                 ,何明明,6.6,6.6,,0,0,0,0,0,0,0,南超,晚班,pos5,,6.6
2018-12-20 19:05:45,5201812201034                 ,何明明,3.8,3.8,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.8
2018-12-20 19:05:02,5201812201033                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.7
2018-12-20 19:01:12,5201812201029                 ,何明明,21.5,21.5,,0,0,0,0,0,21.5,0,南超,晚班,pos5,,0
2018-12-20 18:54:52,5201812201014                 ,何明明,16.9,16.9,,0,0,0,0,0,0,0,南超,晚班,pos5,,16.9
2018-12-20 18:53:44,5201812201012                 ,何明明,28.8,28.8,,0,0,0,0,0,28.8,0,南超,晚班,pos5,,0
2018-12-20 18:51:42,5201812201007                 ,何明明,21,21,,0,0,0,0,0,0,0,南超,晚班,pos5,,21
2018-12-20 18:51:32,5201812201006                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 18:49:51,5201812201000                 ,何明明,3,3,,0,0,0,0,0,3,0,南超,晚班,pos5,,0
2018-12-20 18:46:46,5201812200996                 ,何明明,4.5,4.5,,0,0,0,0,0,4.5,0,南超,晚班,pos5,,0
2018-12-20 18:39:30,5201812200983                 ,何明明,14.8,14.8,,0,0,0,0,0,0,0,南超,晚班,pos5,,14.8
2018-12-20 18:33:10,5201812200966                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 18:31:38,5201812200964                 ,何明明,4.2,4.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,4.2
2018-12-20 18:30:24,5201812200961                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,晚班,pos5,,0
2018-12-20 18:29:16,5201812200959                 ,何明明,5,5,,0,0,0,0,0,0,0,南超,晚班,pos5,,5
2018-12-20 18:28:47,5201812200958                 ,何明明,7,7,,0,0,0,0,0,0,0,南超,晚班,pos5,,7
2018-12-20 18:26:21,5201812200953                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 18:25:15,5201812200945                 ,何明明,7,7,,0,0,0,0,0,7,0,南超,晚班,pos5,,0
2018-12-20 18:21:27,5201812200937                 ,何明明,15.2,15.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,15.2
2018-12-20 18:19:55,5201812200935                 ,何明明,18.1,18.1,,0,0,0,0,0,0,0,南超,晚班,pos5,,18.1
2018-12-20 18:19:37,5201812200933                 ,何明明,39,39,,0,0,0,0,0,39,0,南超,晚班,pos5,,0
2018-12-20 18:17:38,5201812200928                 ,何明明,68.7,68.7,,0,0,0,0,0,0,0,南超,晚班,pos5,,68.7
2018-12-20 18:13:18,5201812200918                 ,何明明,20.1,20.1,,0,0,0,0,0,20.1,0,南超,晚班,pos5,,0
2018-12-20 18:12:22,5201812200914                 ,何明明,3.5,3.5,,0,0,0,0,0,3.5,0,南超,晚班,pos5,,0
2018-12-20 18:09:34,5201812200912                 ,何明明,3.2,3.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.2
2018-12-20 18:08:10,5201812200907                 ,何明明,7,7,,0,0,0,0,0,0,0,南超,晚班,pos5,,7
2018-12-20 18:07:40,5201812200905                 ,何明明,3.2,3.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.2
2018-12-20 18:05:36,5201812200901                 ,何明明,4.2,4.2,,0,0,0,0,0,0,0,南超,晚班,pos5,,4.2
2018-12-20 18:04:22,5201812200897                 ,何明明,11.3,11.3,,0,0,0,0,0,11.3,0,南超,晚班,pos5,,0
2018-12-20 18:02:11,5201812200891                 ,何明明,3.5,3.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.5
2018-12-20 18:02:05,5201812200890                 ,何明明,3,3,,3,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 18:00:51,5201812200884                 ,何明明,9,9,,0,0,0,0,0,0,0,南超,晚班,pos5,,9
2018-12-20 17:59:01,5201812200881                 ,何明明,8.5,8.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,8.5
2018-12-20 17:58:02,5201812200875                 ,何明明,29.3,29.3,,0,0,0,0,0,0,0,南超,晚班,pos5,,29.3
2018-12-20 17:56:13,5201812200869                 ,何明明,6.3,6.3,,0,0,0,0,0,6.3,0,南超,晚班,pos5,,0
2018-12-20 17:52:43,5201812200861                 ,何明明,39.3,39.3,,0,0,0,0,0,39.3,0,南超,晚班,pos5,,0
2018-12-20 17:51:13,5201812200854                 ,何明明,3.3,3.3,,0,0,0,0,0,0,0,南超,晚班,pos5,,3.3
2018-12-20 17:48:30,5201812200846                 ,何明明,7.8,7.8,,0,0,0,0,0,7.8,0,南超,晚班,pos5,,0
2018-12-20 17:44:01,5201812200830                 ,何明明,3.3,3.3,,0,0,0,0,0,3.3,0,南超,晚班,pos5,,0
2018-12-20 17:42:57,5201812200827                 ,何明明,12,12,,0,0,0,0,0,0,0,南超,晚班,pos5,,12
2018-12-20 17:42:40,5201812200825                 ,何明明,11,11,,0,0,0,0,0,0,0,南超,晚班,pos5,,11
2018-12-20 17:41:39,5201812200822                 ,何明明,3,3,,0,0,0,0,0,0,0,南超,晚班,pos5,,3
2018-12-20 17:40:38,5201812200816                 ,何明明,10,10,,10,0,0,0,0,0,0,南超,晚班,pos5,,0
2018-12-20 17:39:47,5201812200815                 ,何明明,8,8,,0,0,0,0,0,0,0,南超,晚班,pos5,,8
2018-12-20 17:37:25,5201812200808                 ,何明明,4.5,4.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,4.5
2018-12-20 17:37:09,5201812200807                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 17:36:23,5201812200806                 ,何明明,5.2,5.2,,0,0,0,0,0,5.2,0,南超,晚班,pos5,,0
2018-12-20 17:35:49,5201812200804                 ,何明明,29.4,29.4,,0,0,0,0,0,0,0,南超,晚班,pos5,,29.4
2018-12-20 17:34:05,5201812200800                 ,何明明,0.6,0.6,,0,0,0,0,0,0.6,0,南超,晚班,pos5,,0
2018-12-20 17:32:55,5201812200797                 ,何明明,7.1,7.1,,0,0,0,0,0,0,0,南超,晚班,pos5,,7.1
2018-12-20 17:31:53,5201812200794                 ,何明明,5.4,5.4,,0,0,0,0,0,0,0,南超,晚班,pos5,,5.4
2018-12-20 17:31:00,5201812200792                 ,何明明,41.1,41.1,,0,0,0,0,0,41.1,0,南超,晚班,pos5,,0
2018-12-20 17:30:31,5201812200788                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,晚班,pos5,,4
2018-12-20 17:28:16,5201812200783                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.5
2018-12-20 17:27:07,5201812200778                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,2.5
2018-12-20 17:26:15,5201812200774                 ,何明明,11.5,11.5,,0,0,0,0,0,0,0,南超,晚班,pos5,,11.5
2018-12-20 17:24:49,5201812200770                 ,何明明,17,17,,0,0,0,0,0,17,0,南超,晚班,pos5,,0
2018-12-20 17:19:53,5201812200759                 ,贺宝山,2.2,2.2,,0,0,0,0,0,0,0,南超,午班,pos5,,2.2
2018-12-20 17:18:32,5201812200755                 ,贺宝山,6.2,6.2,,0,0,0,0,0,0,0,南超,午班,pos5,,6.2
2018-12-20 17:17:22,5201812200752                 ,贺宝山,6.2,6.2,,6.2,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 17:16:03,5201812200750                 ,贺宝山,6.6,6.6,,0,0,0,0,0,0,0,南超,午班,pos5,,6.6
2018-12-20 17:15:45,5201812200748                 ,贺宝山,2.5,2.5,,2.5,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 17:10:53,5201812200743                 ,贺宝山,3.9,3.9,,0,0,0,0,0,3.9,0,南超,午班,pos5,,0
2018-12-20 17:06:52,5201812200737                 ,贺宝山,9.6,9.6,,0,0,0,0,0,9.6,0,南超,午班,pos5,,0
2018-12-20 17:06:25,5201812200735                 ,贺宝山,7.5,7.5,,0,0,0,0,0,0,0,南超,午班,pos5,,7.5
2018-12-20 17:06:04,5201812200734                 ,贺宝山,6.7,6.7,,0,0,0,0,0,6.7,0,南超,午班,pos5,,0
2018-12-20 17:05:47,5201812200732                 ,贺宝山,9.1,9.1,,0,0,0,0,0,9.1,0,南超,午班,pos5,,0
2018-12-20 17:02:48,5201812200726                 ,贺宝山,6,6,,0,0,0,0,0,6,0,南超,午班,pos5,,0
2018-12-20 17:02:22,5201812200724                 ,贺宝山,3.2,3.2,,0,0,0,0,0,0,0,南超,午班,pos5,,3.2
2018-12-20 17:01:45,5201812200719                 ,贺宝山,1,1,,0,0,0,0,0,1,0,南超,午班,pos5,,0
2018-12-20 17:01:13,5201812200717                 ,贺宝山,3.2,3.2,,0,0,0,0,0,3.2,0,南超,午班,pos5,,0
2018-12-20 17:01:02,5201812200716                 ,贺宝山,3,3,,0,0,0,0,0,3,0,南超,午班,pos5,,0
2018-12-20 16:59:43,5201812200715                 ,贺宝山,72.1,72.1,,0,0,0,0,0,0,0,南超,午班,pos5,,72.1
2018-12-20 16:58:02,5201812200709                 ,贺宝山,19.3,19.3,,0,0,0,0,0,19.3,0,南超,午班,pos5,,0
2018-12-20 16:57:31,5201812200707                 ,贺宝山,22.2,22.2,,0,0,0,0,0,22.2,0,南超,午班,pos5,,0
2018-12-20 16:56:08,5201812200704                 ,贺宝山,0.6,0.6,,0,0,0,0,0,0,0,南超,午班,pos5,,0.6
2018-12-20 16:55:48,5201812200702                 ,贺宝山,11.8,11.8,,11.8,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 16:51:54,5201812200699                 ,贺宝山,2.8,2.8,,0,0,0,0,0,0,0,南超,午班,pos5,,2.8
2018-12-20 16:44:10,5201812200684                 ,贺宝山,15.6,15.6,,15.6,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 16:43:29,5201812200682                 ,贺宝山,9,9,,0,0,0,0,0,0,0,南超,午班,pos5,,9
2018-12-20 16:43:19,5201812200681                 ,贺宝山,12.6,12.6,,0,0,0,0,0,0,0,南超,午班,pos5,,12.6
2018-12-20 16:41:47,5201812200674                 ,贺宝山,11.4,11.4,,0,0,0,0,0,11.4,0,南超,午班,pos5,,0
2018-12-20 16:41:22,5201812200671                 ,贺宝山,29.5,29.5,,0,0,0,0,0,0,0,南超,午班,pos5,,29.5
2018-12-20 16:40:59,5201812200668                 ,贺宝山,9.2,9.2,,0,0,0,0,0,9.2,0,南超,午班,pos5,,0
2018-12-20 16:39:39,5201812200661                 ,贺宝山,10.8,10.8,,0,0,0,0,0,10.8,0,南超,午班,pos5,,0
2018-12-20 16:39:25,5201812200660                 ,贺宝山,8,8,,0,0,0,0,0,8,0,南超,午班,pos5,,0
2018-12-20 16:39:00,5201812200656                 ,贺宝山,16.5,16.5,,0,0,0,0,0,16.5,0,南超,午班,pos5,,0
2018-12-20 16:38:43,5201812200655                 ,贺宝山,14.6,14.6,,0,0,0,0,0,14.6,0,南超,午班,pos5,,0
2018-12-20 16:38:03,5201812200652                 ,贺宝山,17.1,17.1,,0,0,0,0,0,0,0,南超,午班,pos5,,17.1
2018-12-20 16:37:53,5201812200651                 ,贺宝山,2.5,2.5,,0,0,0,0,0,2.5,0,南超,午班,pos5,,0
2018-12-20 16:37:47,5201812200650                 ,贺宝山,4.5,4.5,,0,0,0,0,0,0,0,南超,午班,pos5,,4.5
2018-12-20 16:32:53,5201812200624                 ,贺宝山,46.4,46.4,,0,0,0,0,0,0,0,南超,午班,pos5,,46.4
2018-12-20 16:32:33,5201812200622                 ,贺宝山,8,8,,0,0,0,0,0,8,0,南超,午班,pos5,,0
2018-12-20 16:29:54,5201812200614                 ,贺宝山,42.7,42.7,,0,0,0,0,0,42.7,0,南超,午班,pos5,,0
2018-12-20 16:29:22,5201812200613                 ,贺宝山,17.4,17.4,,0,0,0,0,0,17.4,0,南超,午班,pos5,,0
2018-12-20 16:26:51,5201812200610                 ,贺宝山,4,4,,0,0,0,0,0,0,0,南超,午班,pos5,,4
2018-12-20 16:22:18,5201812200600                 ,贺宝山,5.5,5.5,,0,0,0,0,0,0,0,南超,午班,pos5,,5.5
2018-12-20 16:21:36,5201812200597                 ,贺宝山,4,4,,0,0,0,0,0,0,0,南超,午班,pos5,,4
2018-12-20 16:21:11,5201812200595                 ,贺宝山,17.4,17.4,,0,0,0,0,0,17.4,0,南超,午班,pos5,,0
2018-12-20 16:20:50,5201812200594                 ,贺宝山,18.5,18.5,,0,0,0,0,0,18.5,0,南超,午班,pos5,,0
2018-12-20 16:20:03,5201812200593                 ,贺宝山,10,10,,0,0,0,0,0,10,0,南超,午班,pos5,,0
2018-12-20 16:09:09,5201812200582                 ,贺宝山,4.2,4.2,,0,0,0,0,0,0,0,南超,午班,pos5,,4.2
2018-12-20 16:08:57,5201812200581                 ,贺宝山,2.5,2.5,,0,0,0,0,0,0,0,南超,午班,pos5,,2.5
2018-12-20 16:05:37,5201812200577                 ,贺宝山,6.4,6.4,,0,0,0,0,0,0,0,南超,午班,pos5,,6.4
2018-12-20 16:05:16,5201812200576                 ,贺宝山,4.3,4.3,,0,0,0,0,0,0,0,南超,午班,pos5,,4.3
2018-12-20 16:03:26,5201812200575                 ,贺宝山,3.6,3.6,,0,0,0,0,0,3.6,0,南超,午班,pos5,,0
2018-12-20 15:54:40,5201812200569                 ,贺宝山,10.4,10.4,,0,0,0,0,0,10.4,0,南超,午班,pos5,,0
2018-12-20 15:43:25,5201812200568                 ,贺宝山,25.2,25.2,,0,0,0,0,0,25.2,0,南超,午班,pos5,,0
2018-12-20 15:51:34,5201812200565                 ,贺宝山,11.5,11.5,,0,0,0,0,0,11.5,0,南超,午班,pos5,,0
2018-12-20 15:46:34,5201812200556                 ,贺宝山,7.3,7.3,,0,0,0,0,0,7.3,0,南超,午班,pos5,,0
2018-12-20 15:44:17,5201812200548                 ,贺宝山,2,2,,0,0,0,0,0,0,0,南超,午班,pos5,,2
2018-12-20 15:43:30,5201812200547                 ,贺宝山,6.7,6.7,,0,0,0,0,0,0,0,南超,午班,pos5,,6.7
2018-12-20 15:40:08,5201812200541                 ,贺宝山,9.7,9.7,,0,0,0,0,0,9.7,0,南超,午班,pos5,,0
2018-12-20 15:32:44,5201812200532                 ,贺宝山,22.3,22.3,,0,0,0,0,0,22.3,0,南超,午班,pos5,,0
2018-12-20 15:32:31,5201812200530                 ,贺宝山,5,5,,0,0,0,0,0,0,0,南超,午班,pos5,,5
2018-12-20 15:31:51,5201812200529                 ,贺宝山,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-20 15:30:48,5201812200525                 ,贺宝山,15,15,,0,0,0,0,0,15,0,南超,午班,pos5,,0
2018-12-20 15:30:42,5201812200524                 ,贺宝山,2.5,2.5,,0,0,0,0,0,0,0,南超,午班,pos5,,2.5
2018-12-20 15:28:53,5201812200522                 ,贺宝山,11.2,11.2,,0,0,0,0,0,11.2,0,南超,午班,pos5,,0
2018-12-20 15:28:34,5201812200521                 ,贺宝山,4.8,4.8,,0,0,0,0,0,0,0,南超,午班,pos5,,4.8
2018-12-20 15:26:42,5201812200513                 ,贺宝山,6.3,6.3,,0,0,0,0,0,6.3,0,南超,午班,pos5,,0
2018-12-20 15:25:14,5201812200511                 ,贺宝山,4.2,4.2,,0,0,0,0,0,4.2,0,南超,午班,pos5,,0
2018-12-20 15:24:26,5201812200509                 ,贺宝山,2.8,2.8,,0,0,0,0,0,0,0,南超,午班,pos5,,2.8
2018-12-20 15:24:02,5201812200506                 ,贺宝山,2.5,2.5,,2.5,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 15:21:37,5201812200504                 ,贺宝山,6.5,6.5,,0,0,0,0,0,6.5,0,南超,午班,pos5,,0
2018-12-20 15:18:49,5201812200498                 ,贺宝山,7.2,7.2,,0,0,0,0,0,7.2,0,南超,午班,pos5,,0
2018-12-20 15:17:55,5201812200494                 ,贺宝山,8.2,8.2,,0,0,0,0,0,8.2,0,南超,午班,pos5,,0
2018-12-20 15:17:04,5201812200488                 ,贺宝山,12.6,12.6,,0,0,0,0,0,12.6,0,南超,午班,pos5,,0
2018-12-20 15:16:22,5201812200484                 ,贺宝山,2.3,2.3,,0,0,0,0,0,2.3,0,南超,午班,pos5,,0
2018-12-20 15:14:57,5201812200478                 ,贺宝山,3,3,,0,0,0,0,0,3,0,南超,午班,pos5,,0
2018-12-20 15:14:02,5201812200469                 ,贺宝山,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-20 15:13:00,5201812200463                 ,贺宝山,4.8,4.8,,0,0,0,0,0,4.8,0,南超,午班,pos5,,0
2018-12-20 15:12:33,5201812200461                 ,贺宝山,35.5,35.5,,0,0,0,0,0,35.5,0,南超,午班,pos5,,0
2018-12-20 15:12:07,5201812200456                 ,贺宝山,4.5,4.5,,0,0,0,0,0,0,0,南超,午班,pos5,,4.5
2018-12-20 15:12:00,5201812200455                 ,贺宝山,16,16,,0,0,0,0,0,16,0,南超,午班,pos5,,0
2018-12-20 15:09:22,5201812200445                 ,贺宝山,5,5,,0,0,0,0,0,5,0,南超,午班,pos5,,0
2018-12-20 15:07:38,5201812200439                 ,贺宝山,3,3,,0,0,0,0,0,0,0,南超,午班,pos5,,3
2018-12-20 15:05:03,5201812200436                 ,贺宝山,18.2,18.2,,0,0,0,0,0,18.2,0,南超,午班,pos5,,0
2018-12-20 14:52:55,5201812200433                 ,贺宝山,14.5,14.5,,0,0,0,0,0,14.5,0,南超,午班,pos5,,0
2018-12-20 14:39:14,5201812200427                 ,贺宝山,17.2,17.2,,0,0,0,0,0,17.2,0,南超,午班,pos5,,0
2018-12-20 14:37:21,5201812200425                 ,贺宝山,1.7,1.7,,0,0,0,0,0,0,0,南超,午班,pos5,,1.7
2018-12-20 14:31:50,5201812200423                 ,贺宝山,9,9,,0,0,0,0,0,0,0,南超,午班,pos5,,9
2018-12-20 14:29:53,5201812200421                 ,贺宝山,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-20 14:15:06,5201812200413                 ,贺宝山,9.2,9.2,,0,0,0,0,0,0,0,南超,午班,pos5,,9.2
2018-12-20 13:48:30,5201812200409                 ,贺宝山,10.9,10.9,,0,0,0,0,0,0,0,南超,午班,pos5,,10.9
2018-12-20 13:48:27,5201812200408                 ,贺宝山,2.7,2.7,,2.7,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-20 13:37:13,5201812200407                 ,贺宝山,4.3,4.3,,0,0,0,0,0,0,0,南超,午班,pos5,,4.3
2018-12-20 13:30:37,5201812200400                 ,贺宝山,5.4,5.4,,0,0,0,0,0,5.4,0,南超,午班,pos5,,0
2018-12-20 13:26:15,5201812200392                 ,贺宝山,5,5,,0,0,0,0,0,0,0,南超,午班,pos5,,5
2018-12-20 13:25:03,5201812200390                 ,贺宝山,4.3,4.3,,0,0,0,0,0,0,0,南超,午班,pos5,,4.3
2018-12-20 13:21:26,5201812200383                 ,贺宝山,4.8,4.8,,0,0,0,0,0,4.8,0,南超,午班,pos5,,0
2018-12-20 13:17:10,5201812200379                 ,贺宝山,4.8,4.8,,0,0,0,0,0,4.8,0,南超,午班,pos5,,0
2018-12-20 13:14:51,5201812200373                 ,贺宝山,3,3,,0,0,0,0,0,3,0,南超,午班,pos5,,0
2018-12-20 13:13:47,5201812200371                 ,贺宝山,3.5,3.5,,0,0,0,0,0,3.5,0,南超,午班,pos5,,0
2018-12-20 13:13:37,5201812200370                 ,贺宝山,6.5,6.5,,0,0,0,0,0,0,0,南超,午班,pos5,,6.5
2018-12-20 13:13:06,5201812200369                 ,贺宝山,3.7,3.7,,0,0,0,0,0,0,0,南超,午班,pos5,,3.7
2018-12-20 13:06:29,5201812200363                 ,贺宝山,9.7,9.7,,0,0,0,0,0,0,0,南超,午班,pos5,,9.7
2018-12-20 13:01:14,5201812200359                 ,贺宝山,4.5,4.5,,0,0,0,0,0,0,0,南超,午班,pos5,,4.5
2018-12-20 12:58:12,5201812200353                 ,贺宝山,8.7,8.7,,0,0,0,0,0,8.7,0,南超,午班,pos5,,0
2018-12-20 12:56:10,5201812200349                 ,贺宝山,5,5,,0,0,0,0,0,5,0,南超,午班,pos5,,0
2018-12-20 12:53:01,5201812200347                 ,贺宝山,6.5,6.5,,0,0,0,0,0,6.5,0,南超,午班,pos5,,0
2018-12-20 12:52:41,5201812200346                 ,贺宝山,2.2,2.2,,0,0,0,0,0,2.2,0,南超,午班,pos5,,0
2018-12-20 12:49:38,5201812200341                 ,贺宝山,2.7,2.7,,0,0,0,0,0,2.7,0,南超,午班,pos5,,0
2018-12-20 12:47:58,5201812200339                 ,贺宝山,4.5,4.5,,0,0,0,0,0,4.5,0,南超,午班,pos5,,0
2018-12-20 12:41:50,5201812200327                 ,贺宝山,5,5,,0,0,0,0,0,0,0,南超,午班,pos5,,5
